Gen	t_n5	t_n6	t_n7	mu1	mu2	mu3	mu4	mu5	lnL
498	0.3368801	0.0588860	0.0737632	0.0620445	0.0734671	0.0583028	0.0629010	0.0609437	-255145.642
500	0.3368801	0.0628321	0.0737632	0.0633395	0.0734671	0.0603717	0.0629010	0.0570541	-255150.462
502	0.3420270	0.0628321	0.0788273	0.0633395	0.0734671	0.0603717	0.0618999	0.0570541	-255150.052
504	0.3420270	0.0588299	0.0759602	0.0633395	0.0734671	0.0565320	0.0630654	0.0610931	-255145.739
506	0.3420270	0.0588299	0.0759602	0.0633395	0.0759408	0.0565320	0.0605673	0.0610931	-255146.386
508	0.3084145	0.0530484	0.0644898	0.0702426	0.0822425	0.0626932	0.0671682	0.0704180	-255149.372
510	0.3797565	0.0648094	0.0807843	0.0555011	0.0645757	0.0522703	0.0560013	0.0587109	-255150.046
512	0.3317866	0.0575347	0.0717165	0.0652361	0.0727407	0.0588794	0.0630822	0.0610698	-255146.898
514	0.3398522	0.0620911	0.0732128	0.0649390	0.0719112	0.0606110	0.0627163	0.0605202	-255148.103
516	0.3551369	0.0629451	0.0783523	0.0606793	0.0671942	0.0500858	0.0586024	0.0565504	-255149.635
518	0.2897013	0.0514635	0.0640603	0.0762896	0.0869334	0.0660729	0.0716768	0.0721468	-255145.940
520	0.3504945	0.0622630	0.0775032	0.0630572	0.0744696	0.0614373	0.0592445	0.0610579	-255150.047
522	0.2925850	0.0523807	0.0660945	0.0739415	0.0820462	0.0635462	0.0694707	0.0686878	-255149.151
524	0.2956079	0.0523807	0.0638994	0.0739415	0.0846570	0.0635462	0.0709545	0.0686878	-255146.221
526	0.3396640	0.0607574	0.0734227	0.0615521	0.0736766	0.0588328	0.0617514	0.0634683	-255147.067
528	0.3338856	0.0563112	0.0761066	0.0626174	0.0749516	0.0598510	0.0646412	0.0606485	-255147.831
530	0.3338856	0.0563112	0.0723463	0.0663559	0.0731753	0.0598510	0.0625497	0.0606485	-255147.747
532	0.3091444	0.0530789	0.0681937	0.0738645	0.0799225	0.0634957	0.0695585	0.0643417	-255148.926
534	0.3091444	0.0530789	0.0689480	0.0684013	0.0839353	0.0634957	0.0668259	0.0702662	-255147.968
536	0.2875039	0.0527629	0.0641216	0.0735499	0.0880515	0.0682750	0.0718560	0.0699541	-255147.019
538	0.3082982	0.0520560	0.0675491	0.0725138	0.0835837	0.0648107	0.0682099	0.0664046	-255147.022
540	0.2595037	0.0463937	0.0568580	0.0798945	0.0992999	0.0769970	0.0837608	0.0838498	-255149.544
542	0.3137065	0.0610755	0.0712942	0.0685056	0.0718729	0.0614061	0.0668003	0.0668713	-255158.293
544	0.3211386	0.0581362	0.0712942	0.0685056	0.0787314	0.0614725	0.0668607	0.0668713	-255147.480
546	0.3211386	0.0570101	0.0712942	0.0649343	0.0766401	0.0614725	0.0653123	0.0631407	-255145.887
548	0.3292153	0.0570101	0.0746507	0.0649343	0.0775917	0.0559685	0.0653123	0.0631407	-255147.129
550	0.3292153	0.0559421	0.0746507	0.0649343	0.0775917	0.0622800	0.0633167	0.0610092	-255147.120
552	0.3160305	0.0530589	0.0693971	0.0684628	0.0763676	0.0656643	0.0667573	0.0607243	-255151.252
554	0.3144790	0.0562133	0.0670070	0.0645223	0.0790916	0.0572182	0.0663429	0.0628903	-255152.164
556	0.3200253	0.0562133	0.0705151	0.0696375	0.0773073	0.0647162	0.0672562	0.0660761	-255147.428
558	0.3113080	0.0531203	0.0683640	0.0683379	0.0812730	0.0647162	0.0699616	0.0660761	-255146.876
560	0.2912388	0.0496958	0.0602260	0.0730470	0.0901650	0.0726683	0.0747827	0.0706294	-255152.004
562	0.3486760	0.0612906	0.0721036	0.0610140	0.0737951	0.0606977	0.0598737	0.0589947	-255150.433
564	0.3385918	0.0602018	0.0721036	0.0664827	0.0737951	0.0567633	0.0633104	0.0617571	-255147.734
566	0.3417313	0.0587278	0.0777848	0.0640789	0.0744206	0.0547109	0.0629343	0.0622408	-255147.556
568	0.2959923	0.0508673	0.0673737	0.0710115	0.0859206	0.0631652	0.0701894	0.0718587	-255147.259
570	0.3046519	0.0508673	0.0651979	0.0685249	0.0858241	0.0631652	0.0701225	0.0718587	-255150.267
572	0.3015575	0.0530265	0.0651979	0.0721748	0.0859201	0.0631652	0.0712503	0.0661190	-255147.413
574	0.3351038	0.0630140	0.0724507	0.0608656	0.0743967	0.0603825	0.0641177	0.0595000	-255151.511
576	0.2878135	0.0500755	0.0639941	0.0752118	0.0890789	0.0667634	0.0752243	0.0712423	-255146.332
578	0.2925800	0.0512988	0.0667646	0.0772440	0.0850068	0.0651713	0.0734304	0.0695434	-255148.288
580	0.3587939	0.0619466	0.0784145	0.0586885	0.0703954	0.0539692	0.0581947	0.0566751	-255145.899
582	0.3148683	0.0565901	0.0676886	0.0679883	0.0835991	0.0625212	0.0674162	0.0656558	-255147.386
584	0.3148683	0.0531545	0.0676886	0.0679883	0.0835991	0.0663700	0.0674162	0.0656558	-255148.436
586	0.2895665	0.0504931	0.0642996	0.0757249	0.0880054	0.0662176	0.0739728	0.0691164	-255146.288
588	0.2896000	0.0504990	0.0643070	0.0745275	0.0837557	0.0700859	0.0711652	0.0738257	-255147.244
590	0.3406476	0.0594004	0.0781847	0.0633592	0.0736804	0.0595832	0.0605008	0.0627626	-255147.397
592	0.3402901	0.0594004	0.0781847	0.0633592	0.0736804	0.0595832	0.0627592	0.0627626	-255147.159
594	0.3402901	0.0594004	0.0781847	0.0633592	0.0736804	0.0596824	0.0627592	0.0627626	-255147.193
596	0.2811269	0.0495146	0.0651727	0.0808576	0.0928250	0.0736662	0.0752893	0.0699019	-255152.472
598	0.2751135	0.0495146	0.0616293	0.0808137	0.0887876	0.0736662	0.0752893	0.0770459	-255147.627
600	0.3779176	0.0680172	0.0823686	0.0573466	0.0646349	0.0536269	0.0548085	0.0523850	-255147.679
602	0.3063095	0.0562831	0.0686064	0.0717155	0.0808300	0.0670639	0.0685415	0.0683997	-255147.541
604	0.3550501	0.0610994	0.0775227	0.0618706	0.0673657	0.0579741	0.0612508	0.0590099	-255148.807
606	0.3367563	0.0593129	0.0752559	0.0602319	0.0741275	0.0597203	0.0630957	0.0607874	-255147.396
608	0.3385715	0.0596326	0.0721145	0.0615210	0.0737301	0.0594002	0.0627575	0.0604615	-255147.024
610	0.2897253	0.0505594	0.0640388	0.0770795	0.0862690	0.0695020	0.0707213	0.0707438	-255147.275
612	0.2855100	0.0498238	0.0631071	0.0777443	0.0875427	0.0705282	0.0717654	0.0717883	-255146.987
614	0.2923367	0.0498238	0.0647923	0.0718204	0.0834018	0.0683484	0.0717654	0.0741844	-255147.521
616	0.3512708	0.0601903	0.0811394	0.0617414	0.0723178	0.0565768	0.0594053	0.0614076	-255147.743
618	0.3512708	0.0631878	0.0775123	0.0617414	0.0685407	0.0565768	0.0587999	0.0560190	-255148.180
620	0.3614058	0.0658017	0.0775123	0.0617414	0.0685407	0.0565768	0.0587999	0.0560190	-255148.204
622	0.3614058	0.0622374	0.0775123	0.0606208	0.0683930	0.0534866	0.0575418	0.0559676	-255147.063
624	0.2909774	0.0501090	0.0657516	0.0739675	0.0871204	0.0664325	0.0742973	0.0695140	-255146.577
626	0.3166091	0.0558382	0.0709923	0.0663781	0.0781815	0.0596163	0.0666741	0.0623816	-255146.741
628	0.3483505	0.0614362	0.0781096	0.0634604	0.0742829	0.0541841	0.0605988	0.0621948	-255147.842
630	0.3004513	0.0516540	0.0656725	0.0703023	0.0870688	0.0602486	0.0720750	0.0650975	-255151.058
632	0.3489405	0.0572103	0.0762712	0.0632836	0.0749697	0.0518764	0.0598058	0.0605479	-255150.966
634	0.3024361	0.0532852	0.0661063	0.0730145	0.0815575	0.0642224	0.0712630	0.0698581	-255146.449
636	0.3464724	0.0610438	0.0759511	0.0659414	0.0721492	0.0563050	0.0601516	0.0565727	-255149.256
638	0.3464724	0.0610438	0.0776341	0.0659414	0.0712135	0.0525050	0.0601516	0.0565727	-255150.800
640	0.3145689	0.0548920	0.0698103	0.0733316	0.0804407	0.0624713	0.0668929	0.0652604	-255148.255
642	0.3021443	0.0549073	0.0675559	0.0721952	0.0856078	0.0645561	0.0691252	0.0674383	-255146.751
644	0.3562513	0.0647399	0.0796535	0.0573946	0.0726058	0.0547514	0.0586266	0.0571959	-255148.037
646	0.3183321	0.0555092	0.0711753	0.0642314	0.0772945	0.0565752	0.0679363	0.0640090	-255149.771
648	0.3403483	0.0596388	0.0764704	0.0597838	0.0719424	0.0526577	0.0632321	0.0595767	-255150.192
650	0.3403483	0.0596388	0.0764704	0.0635655	0.0719424	0.0610912	0.0606453	0.0595767	-255147.057
652	0.2935400	0.0504678	0.0659533	0.0737018	0.0885404	0.0686768	0.0703158	0.0682600	-255147.462
654	0.3304186	0.0571775	0.0753528	0.0669066	0.0758106	0.0563205	0.0638328	0.0619666	-255146.707
656	0.2888760	0.0499887	0.0632474	0.0727136	0.0867127	0.0655734	0.0708909	0.0708779	-255147.365
658	0.3504721	0.0595007	0.0767335	0.0599341	0.0714728	0.0540487	0.0592674	0.0602002	-255146.972
660	0.3536532	0.0635459	0.0805951	0.0599341	0.0714728	0.0540487	0.0590903	0.0565644	-255146.480
662	0.3136420	0.0561021	0.0656293	0.0694745	0.0828499	0.0626523	0.0693690	0.0679694	-255149.596
664	0.3664601	0.0612990	0.0788885	0.0577976	0.0648347	0.0548814	0.0553455	0.0565455	-255152.559
666	0.3206812	0.0526806	0.0677970	0.0672531	0.0754416	0.0623541	0.0649181	0.0681670	-255152.003
668	0.3033859	0.0534964	0.0666727	0.0702434	0.0827585	0.0651267	0.0701897	0.0661734	-255145.528
670	0.3415283	0.0602221	0.0781688	0.0623986	0.0735159	0.0578532	0.0623508	0.0606880	-255145.873
672	0.2791364	0.0492204	0.0609935	0.0793957	0.0917766	0.0707845	0.0745682	0.0742528	-255146.071
674	0.2942776	0.0544837	0.0675157	0.0717258	0.0829106	0.0703849	0.0703563	0.0698957	-255149.035
676	0.2942776	0.0526109	0.0675157	0.0723782	0.0866150	0.0679322	0.0703563	0.0726086	-255147.408
678	0.2942776	0.0531778	0.0631952	0.0773369	0.0866150	0.0679322	0.0703563	0.0726086	-255149.554
680	0.3537038	0.0666388	0.0759568	0.0606344	0.0723260	0.0598567	0.0599799	0.0580086	-255150.760
682	0.2919181	0.0524175	0.0626885	0.0734679	0.0876341	0.0725257	0.0726749	0.0724247	-255147.883
684	0.2772755	0.0508801	0.0608498	0.0756879	0.0937058	0.0675677	0.0759449	0.0746132	-255147.873
686	0.2772755	0.0496476	0.0608498	0.0775245	0.0918762	0.0671376	0.0791109	0.0746132	-255148.499
688	0.3415719	0.0571356	0.0765284	0.0641076	0.0723477	0.0598677	0.0620220	0.0617001	-255146.906
690	0.3249813	0.0543605	0.0707499	0.0673803	0.0784103	0.0603157	0.0670472	0.0648500	-255147.608
692	0.3190950	0.0564434	0.0732649	0.0633542	0.0784103	0.0581933	0.0654997	0.0674583	-255149.765
694	0.3190950	0.0548236	0.0732649	0.0673303	0.0816550	0.0610752	0.0654997	0.0628520	-255147.511
696	0.3282119	0.0548236	0.0747048	0.0673303	0.0788106	0.0610752	0.0654997	0.0596760	-255149.939
698	0.3040168	0.0524729	0.0701681	0.0716834	0.0839060	0.0650240	0.0716956	0.0635343	-255150.973
700	0.3704727	0.0656899	0.0794845	0.0588247	0.0725333	0.0533599	0.0558385	0.0550691	-255149.622
702	0.2859544	0.0507036	0.0613512	0.0762113	0.0885310	0.0691312	0.0731073	0.0713457	-255146.008
704	0.3230464	0.0563500	0.0681834	0.0685747	0.0796600	0.0637916	0.0657818	0.0608869	-255149.413
706	0.2943396	0.0500632	0.0630718	0.0751090	0.0861159	0.0652336	0.0711130	0.0678132	-255147.783
708	0.3306033	0.0579671	0.0708425	0.0646789	0.0726346	0.0580782	0.0623528	0.0652817	-255149.092
710	0.3306033	0.0579671	0.0731737	0.0617581	0.0758498	0.0580782	0.0641245	0.0590426	-255148.624
712	0.3424598	0.0600460	0.0757980	0.0620914	0.0742953	0.0560674	0.0619044	0.0620957	-255145.528
714	0.3237935	0.0569523	0.0715431	0.0648001	0.0775363	0.0585133	0.0646049	0.0616150	-255146.320
716	0.2964157	0.0503969	0.0654939	0.0685576	0.0846978	0.0688558	0.0716812	0.0699980	-255148.031
718	0.3242127	0.0553313	0.0756197	0.0645605	0.0771446	0.0627154	0.0652887	0.0637557	-255147.892
720	0.2874705	0.0507077	0.0647180	0.0766652	0.0847174	0.0653594	0.0736335	0.0751226	-255147.537
722	0.2833926	0.0499884	0.0637999	0.0777684	0.0903594	0.0711803	0.0746930	0.0762036	-255147.221
724	0.3091501	0.0545318	0.0670174	0.0680042	0.0828309	0.0609928	0.0660812	0.0653185	-255148.320
726	0.3143909	0.0545318	0.0703187	0.0649407	0.0782936	0.0609928	0.0660812	0.0704846	-255150.089
728	0.3473313	0.0621693	0.0761228	0.0599892	0.0743256	0.0563423	0.0610427	0.0579802	-255146.796
730	0.3584981	0.0608204	0.0785701	0.0563157	0.0680612	0.0597750	0.0591413	0.0626541	-255154.644
732	0.3584981	0.0648153	0.0824451	0.0563157	0.0705172	0.0571706	0.0591413	0.0573017	-255149.599
734	0.3653274	0.0648153	0.0773014	0.0578069	0.0676615	0.0541576	0.0591413	0.0573017	-255147.583
736	0.3695261	0.0648153	0.0773014	0.0597098	0.0676615	0.0541576	0.0574634	0.0573017	-255147.629
738	0.3695261	0.0648153	0.0797249	0.0596799	0.0698688	0.0510529	0.0574634	0.0535261	-255147.810
740	0.3020564	0.0529810	0.0651684	0.0711670	0.0800931	0.0636147	0.0702989	0.0722433	-255147.852
742	0.3020564	0.0529810	0.0686390	0.0711670	0.0828999	0.0636147	0.0702989	0.0665536	-255145.788
744	0.3206365	0.0587618	0.0736055	0.0681928	0.0773063	0.0593224	0.0655555	0.0620629	-255147.987
746	0.2883418	0.0486785	0.0647907	0.0738765	0.0878238	0.0673932	0.0744744	0.0705066	-255146.401
748	0.3395867	0.0568854	0.0757141	0.0632183	0.0751534	0.0523025	0.0622428	0.0603345	-255148.812
750	0.3314114	0.0600882	0.0786580	0.0632183	0.0751534	0.0523025	0.0622428	0.0599489	-255153.317
752	0.3398922	0.0562656	0.0765373	0.0619986	0.0769605	0.0580162	0.0630837	0.0599489	-255148.590
754	0.2841027	0.0518553	0.0660695	0.0728202	0.0903937	0.0681426	0.0740947	0.0704128	-255149.251
756	0.2841027	0.0518553	0.0629288	0.0757608	0.0903937	0.0681426	0.0740947	0.0758103	-255147.308
758	0.3158347	0.0539436	0.0699574	0.0681491	0.0814967	0.0644945	0.0679948	0.0681936	-255147.055
760	0.3067076	0.0539436	0.0699574	0.0710989	0.0814967	0.0644945	0.0700968	0.0681936	-255146.463
762	0.2825540	0.0498116	0.0617592	0.0769968	0.0882571	0.0698445	0.0733428	0.0738505	-255145.541
764	0.3130347	0.0551851	0.0684216	0.0718340	0.0785675	0.0596524	0.0662012	0.0666595	-255147.690
766	0.3641206	0.0657591	0.0785412	0.0625786	0.0713045	0.0519665	0.0581861	0.0580708	-255149.536
768	0.3564552	0.0615267	0.0785412	0.0601107	0.0713045	0.0519665	0.0588205	0.0598050	-255146.419
770	0.3173356	0.0567168	0.0721338	0.0687379	0.0815383	0.0594248	0.0678092	0.0696255	-255150.569
772	0.3173356	0.0581730	0.0664863	0.0687379	0.0815383	0.0549575	0.0680003	0.0641347	-255153.409
774	0.3136452	0.0535377	0.0724977	0.0700337	0.0815383	0.0611202	0.0680003	0.0674514	-255147.796
776	0.2932820	0.0528374	0.0623876	0.0708946	0.0871996	0.0695846	0.0727217	0.0742180	-255149.352
778	0.2928355	0.0494326	0.0623876	0.0708946	0.0834660	0.0632338	0.0727217	0.0717255	-255149.642
780	0.3390150	0.0593090	0.0725973	0.0634220	0.0765875	0.0551729	0.0613554	0.0625821	-255147.647
782	0.3390150	0.0559334	0.0767419	0.0660688	0.0732322	0.0603870	0.0617754	0.0577741	-255150.542
784	0.3350786	0.0559334	0.0751150	0.0630742	0.0761993	0.0603870	0.0651810	0.0624872	-255148.477
786	0.3271550	0.0593188	0.0687960	0.0671006	0.0750410	0.0603870	0.0651810	0.0630150	-255148.074
788	0.3032065	0.0537266	0.0684703	0.0715642	0.0802563	0.0644039	0.0695169	0.0672068	-255145.738
790	0.3695538	0.0659019	0.0805931	0.0574035	0.0652844	0.0525054	0.0573959	0.0581457	-255147.103
792	0.3434801	0.0593254	0.0779584	0.0617610	0.0739323	0.0564911	0.0617528	0.0625595	-255146.435
794	0.3362295	0.0593254	0.0779584	0.0617610	0.0728804	0.0564911	0.0630225	0.0625595	-255147.694
796	0.3553101	0.0647170	0.0802894	0.0599679	0.0732543	0.0519725	0.0589523	0.0587978	-255148.073
798	0.2998937	0.0546233	0.0677670	0.0710492	0.0884086	0.0615764	0.0684062	0.0696629	-255150.200
800	0.3610073	0.0646397	0.0801936	0.0600396	0.0701988	0.0520346	0.0578062	0.0588681	-255146.198
802	0.3253407	0.0548518	0.0730812	0.0658828	0.0770307	0.0570988	0.0654898	0.0645973	-255146.715
804	0.2889122	0.0515655	0.0647494	0.0762196	0.0855492	0.0699954	0.0703707	0.0717408	-255147.702
806	0.3633801	0.0626190	0.0780042	0.0581639	0.0684023	0.0508972	0.0562028	0.0595503	-255150.081
808	0.2780391	0.0504704	0.0618791	0.0775801	0.0912362	0.0678877	0.0749644	0.0711038	-255147.094
810	0.2903571	0.0513862	0.0665924	0.0710586	0.0896102	0.0666778	0.0695357	0.0715889	-255150.246
812	0.3331908	0.0583243	0.0755836	0.0676650	0.0756050	0.0569201	0.0612639	0.0596251	-255149.371
814	0.3256396	0.0583243	0.0755836	0.0671196	0.0756050	0.0609272	0.0640742	0.0596251	-255148.987
816	0.3308418	0.0583153	0.0755720	0.0651661	0.0726419	0.0567733	0.0640841	0.0628255	-255147.020
818	0.3359017	0.0614301	0.0758896	0.0627001	0.0726419	0.0567733	0.0640841	0.0628255	-255148.120
820	0.3359017	0.0598475	0.0758896	0.0653158	0.0755158	0.0567733	0.0620610	0.0628255	-255146.242
822	0.3359017	0.0575348	0.0758896	0.0666309	0.0734448	0.0567733	0.0620610	0.0628255	-255147.168
824	0.3583157	0.0657276	0.0767717	0.0578696	0.0705390	0.0569590	0.0593327	0.0533736	-255151.649
826	0.2958324	0.0542659	0.0633842	0.0700923	0.0853023	0.0655943	0.0718645	0.0699500	-255147.813
828	0.2958324	0.0512115	0.0679594	0.0700923	0.0853023	0.0588772	0.0718645	0.0699500	-255150.261
830	0.3012877	0.0512115	0.0695659	0.0700923	0.0853023	0.0657879	0.0718645	0.0699500	-255148.616
832	0.3252707	0.0572994	0.0755353	0.0645544	0.0761874	0.0606348	0.0627517	0.0644709	-255148.037
834	0.3340435	0.0572994	0.0719981	0.0628286	0.0761874	0.0606348	0.0659225	0.0644709	-255149.509
836	0.3340435	0.0572994	0.0719981	0.0638337	0.0761874	0.0606348	0.0620552	0.0644709	-255147.373
838	0.3257727	0.0572994	0.0719981	0.0673387	0.0794396	0.0591692	0.0634758	0.0644709	-255146.487
840	0.2742878	0.0506004	0.0601141	0.0801100	0.0917518	0.0708665	0.0760244	0.0772163	-255147.310
842	0.2811548	0.0506004	0.0626652	0.0769038	0.0964837	0.0653855	0.0760244	0.0733748	-255151.250
844	0.3503302	0.0613388	0.0780834	0.0617185	0.0714606	0.0584074	0.0610128	0.0588864	-255145.577
846	0.3503302	0.0613388	0.0761257	0.0617185	0.0714606	0.0565704	0.0594331	0.0588864	-255145.379
848	0.3464075	0.0606519	0.0763028	0.0624174	0.0684220	0.0518476	0.0601061	0.0595532	-255149.264
850	0.3464075	0.0606519	0.0763028	0.0624174	0.0717881	0.0575919	0.0620906	0.0580582	-255145.927
852	0.3548526	0.0640919	0.0761817	0.0587046	0.0677279	0.0494470	0.0597482	0.0575142	-255151.360
854	0.3530967	0.0648407	0.0787758	0.0596870	0.0686395	0.0549906	0.0577816	0.0582883	-255148.121
856	0.3078482	0.0523500	0.0661524	0.0707869	0.0817374	0.0588879	0.0688076	0.0694110	-255148.190
858	0.3078482	0.0522429	0.0698402	0.0707869	0.0792495	0.0562529	0.0688076	0.0638235	-255151.839
860	0.3127413	0.0522429	0.0698402	0.0676527	0.0792495	0.0562529	0.0663827	0.0638235	-255151.026
862	0.3104028	0.0554306	0.0693180	0.0681623	0.0798466	0.0628891	0.0668828	0.0686784	-255146.043
864	0.3618397	0.0637243	0.0796896	0.0618719	0.0694546	0.0547041	0.0581780	0.0597399	-255146.971
866	0.3309856	0.0587777	0.0735036	0.0651988	0.0752998	0.0593079	0.0630742	0.0647675	-255145.743
868	0.3156021	0.0555557	0.0692062	0.0692473	0.0763437	0.0629907	0.0669908	0.0655918	-255146.117
870	0.2785818	0.0499454	0.0622174	0.0796241	0.0849193	0.0668536	0.0745158	0.0729597	-255148.959
872	0.2867725	0.0499454	0.0622174	0.0745411	0.0900063	0.0694317	0.0745158	0.0729597	-255145.845
874	0.2795127	0.0499454	0.0622174	0.0765118	0.0900063	0.0694317	0.0763162	0.0729597	-255145.378
876	0.3084899	0.0521549	0.0660140	0.0718418	0.0815517	0.0629098	0.0691476	0.0661064	-255147.054
878	0.3430446	0.0578066	0.0786979	0.0610673	0.0735785	0.0567591	0.0623871	0.0596432	-255147.333
880	0.2959551	0.0515537	0.0661405	0.0745685	0.0811168	0.0657901	0.0723135	0.0691331	-255146.929
882	0.3492728	0.0594801	0.0780247	0.0638876	0.0703069	0.0570227	0.0626768	0.0599202	-255148.556
884	0.3006168	0.0526594	0.0659457	0.0724064	0.0853902	0.0680985	0.0707950	0.0666912	-255146.397
886	0.3257143	0.0582765	0.0739739	0.0654275	0.0808952	0.0615348	0.0677081	0.0629453	-255151.424
888	0.3157296	0.0525139	0.0721674	0.0654275	0.0808952	0.0605988	0.0677081	0.0661652	-255148.714
890	0.3157296	0.0554922	0.0681013	0.0688719	0.0804885	0.0652535	0.0677081	0.0661652	-255146.207
892	0.3255132	0.0563469	0.0706541	0.0616219	0.0762852	0.0618459	0.0663536	0.0627100	-255149.785
894	0.3255132	0.0607300	0.0705424	0.0616219	0.0754977	0.0622235	0.0639951	0.0627100	-255151.170
896	0.2792515	0.0497968	0.0647843	0.0718304	0.0880049	0.0725316	0.0745968	0.0730987	-255149.863
898	0.3392612	0.0604978	0.0738518	0.0591247	0.0724383	0.0597020	0.0614018	0.0601688	-255149.384
900	0.3528621	0.0613057	0.0783767	0.0612191	0.0678331	0.0589152	0.0605927	0.0593759	-255147.521
902	0.3528621	0.0587825	0.0783767	0.0585357	0.0709531	0.0589152	0.0605927	0.0593759	-255148.495
904	0.2922445	0.0505307	0.0673743	0.0680947	0.0856021	0.0685363	0.0704876	0.0690721	-255150.818
906	0.2975916	0.0529055	0.0673743	0.0691624	0.0856021	0.0685363	0.0704876	0.0647573	-255149.634
908	0.3292559	0.0573597	0.0730466	0.0637917	0.0765943	0.0591202	0.0650140	0.0606674	-255146.208
910	0.3246386	0.0573597	0.0730466	0.0637917	0.0758408	0.0657393	0.0650140	0.0606674	-255149.347
912	0.3271497	0.0569225	0.0689154	0.0642817	0.0749883	0.0662442	0.0639553	0.0611334	-255151.263
914	0.3627437	0.0663484	0.0798750	0.0569751	0.0684933	0.0538112	0.0576797	0.0576628	-255146.950
916	0.3129490	0.0572406	0.0689103	0.0689914	0.0850098	0.0623733	0.0668574	0.0628760	-255149.830
918	0.3129490	0.0543453	0.0689103	0.0689914	0.0802013	0.0620265	0.0681355	0.0666227	-255144.987
920	0.3038789	0.0527702	0.0669131	0.0710506	0.0825951	0.0638778	0.0701692	0.0686112	-255144.987
922	0.3501140	0.0626887	0.0785127	0.0640387	0.0703924	0.0544404	0.0598023	0.0566211	-255147.717
924	0.3501140	0.0626887	0.0785127	0.0602089	0.0726454	0.0544404	0.0598023	0.0563036	-255146.878
926	0.3619759	0.0626887	0.0785127	0.0626857	0.0740910	0.0544404	0.0598023	0.0579841	-255150.678
928	0.2908490	0.0493628	0.0653144	0.0753528	0.0831788	0.0654414	0.0718868	0.0697012	-255147.183
930	0.2908490	0.0493628	0.0653144	0.0721951	0.0846224	0.0654414	0.0743520	0.0661695	-255150.245
932	0.3480492	0.0603089	0.0797977	0.0623212	0.0725077	0.0577564	0.0608571	0.0594864	-255146.032
934	0.3480492	0.0603089	0.0751729	0.0605064	0.0687393	0.0577564	0.0608571	0.0566549	-255148.965
936	0.3480492	0.0603089	0.0790700	0.0615296	0.0687393	0.0577564	0.0589808	0.0590151	-255147.817
